 -2.66   0.07   0.10   0.08  -0.02  -0.05  -0.10 
 -2.61   0.07   0.10   0.08  -0.01  -0.06  -0.10 
 -2.56   0.07   0.10   0.07  -0.01  -0.06  -0.10 
 -2.51   0.07   0.10   0.07  -0.00  -0.07  -0.10 
 -2.46   0.07   0.10   0.07   0.00  -0.07  -0.10 
 -2.41   0.07   0.10   0.06   0.01  -0.08  -0.10 
 -2.36   0.07   0.10   0.06   0.02  -0.08  -0.10 
 -2.31   0.07   0.10   0.06   0.02  -0.09  -0.09 
 -2.26   0.08   0.10   0.05   0.03  -0.09  -0.09 
 -2.21   0.08   0.10   0.05   0.04  -0.09  -0.09 
 -2.16   0.08   0.10   0.05   0.04  -0.10  -0.08 
 -2.11   0.08   0.10   0.04   0.05  -0.10  -0.07 
 -2.06   0.08   0.10   0.04   0.05  -0.10  -0.07 
 -2.01   0.08   0.10   0.03   0.06  -0.10  -0.06 
 -1.97   0.08   0.09   0.03   0.06  -0.10  -0.05 
 -1.92   0.08   0.09   0.02   0.07  -0.10  -0.05 
 -1.87   0.08   0.09   0.02   0.07  -0.10  -0.04 
 -1.82   0.08   0.09   0.01   0.08  -0.10  -0.03 
 -1.77   0.08   0.09   0.01   0.08  -0.09  -0.02 
 -1.72   0.09   0.09   0.00   0.08  -0.09  -0.01 
 -1.67   0.09   0.09   0.00   0.09  -0.09  -0.00 
 -1.62   0.09   0.08  -0.00   0.09  -0.08   0.01 
 -1.57   0.09   0.08  -0.01   0.09  -0.08   0.02 
 -1.52   0.09   0.08  -0.01   0.09  -0.07   0.03 
 -1.47   0.09   0.08  -0.02   0.10  -0.07   0.04 
 -1.42   0.09   0.08  -0.02   0.10  -0.06   0.05 
 -1.37   0.09   0.08  -0.03   0.10  -0.05   0.05 
 -1.32   0.09   0.07  -0.03   0.10  -0.05   0.06 
 -1.27   0.09   0.07  -0.04   0.10  -0.04   0.07 
 -1.22   0.09   0.07  -0.04   0.10  -0.03   0.07 
 -1.17   0.09   0.07  -0.05   0.10  -0.03   0.08 
 -1.12   0.09   0.06  -0.05   0.10  -0.02   0.09 
 -1.07   0.09   0.06  -0.05   0.10  -0.01   0.09 
 -1.02   0.09   0.06  -0.06   0.10  -0.00   0.09 
 -0.97   0.10   0.06  -0.06   0.09   0.00   0.10 
 -0.92   0.10   0.05  -0.06   0.09   0.01   0.10 
 -0.87   0.10   0.05  -0.07   0.09   0.02   0.10 
 -0.82   0.10   0.05  -0.07   0.09   0.03   0.10 
 -0.77   0.10   0.05  -0.07   0.08   0.04   0.10 
 -0.72   0.10   0.04  -0.08   0.08   0.04   0.10 
 -0.67   0.10   0.04  -0.08   0.07   0.05   0.10 
 -0.62   0.10   0.04  -0.08   0.07   0.06   0.09 
 -0.57   0.10   0.04  -0.09   0.07   0.06   0.09 
 -0.52   0.10   0.03  -0.09   0.06   0.07   0.08 
 -0.47   0.10   0.03  -0.09   0.06   0.07   0.08 
 -0.42   0.10   0.03  -0.09   0.05   0.08   0.07 
 -0.37   0.10   0.02  -0.09   0.05   0.08   0.06 
 -0.32   0.10   0.02  -0.10   0.04   0.09   0.06 
 -0.27   0.10   0.02  -0.10   0.03   0.09   0.05 
 -0.22   0.10   0.01  -0.10   0.03   0.09   0.04 
 -0.17   0.10   0.01  -0.10   0.02   0.10   0.03 
 -0.12   0.10   0.01  -0.10   0.02   0.10   0.02 
 -0.07   0.10   0.00  -0.10   0.01   0.10   0.01 
 -0.02   0.10   0.00  -0.10   0.00   0.10   0.00 
  0.02   0.10  -0.00  -0.10  -0.00   0.10  -0.00 
  0.07   0.10  -0.00  -0.10  -0.01   0.10  -0.01 
  0.12   0.10  -0.01  -0.10  -0.02   0.10  -0.02 
  0.17   0.10  -0.01  -0.10  -0.02   0.10  -0.03 
  0.22   0.10  -0.01  -0.10  -0.03   0.09  -0.04 
  0.27   0.10  -0.02  -0.10  -0.03   0.09  -0.05 
  0.32   0.10  -0.02  -0.10  -0.04   0.09  -0.06 
  0.37   0.10  -0.02  -0.09  -0.05   0.08  -0.06 
  0.42   0.10  -0.03  -0.09  -0.05   0.08  -0.07 
  0.47   0.10  -0.03  -0.09  -0.06   0.07  -0.08 
  0.52   0.10  -0.03  -0.09  -0.06   0.07  -0.08 
  0.57   0.10  -0.04  -0.09  -0.07   0.06  -0.09 
  0.62   0.10  -0.04  -0.08  -0.07   0.06  -0.09 
  0.67   0.10  -0.04  -0.08  -0.07   0.05  -0.10 
  0.72   0.10  -0.04  -0.08  -0.08   0.04  -0.10 
  0.77   0.10  -0.05  -0.07  -0.08   0.04  -0.10 
  0.82   0.10  -0.05  -0.07  -0.09   0.03  -0.10 
  0.87   0.10  -0.05  -0.07  -0.09   0.02  -0.10 
  0.92   0.10  -0.05  -0.06  -0.09   0.01  -0.10 
  0.97   0.10  -0.06  -0.06  -0.09   0.00  -0.10 
  1.02   0.09  -0.06  -0.06  -0.10  -0.00  -0.09 
  1.07   0.09  -0.06  -0.05  -0.10  -0.01  -0.09 
  1.12   0.09  -0.06  -0.05  -0.10  -0.02  -0.09 
  1.17   0.09  -0.07  -0.05  -0.10  -0.03  -0.08 
  1.22   0.09  -0.07  -0.04  -0.10  -0.03  -0.07 
  1.27   0.09  -0.07  -0.04  -0.10  -0.04  -0.07 
  1.32   0.09  -0.07  -0.03  -0.10  -0.05  -0.06 
  1.37   0.09  -0.08  -0.03  -0.10  -0.05  -0.05 
  1.42   0.09  -0.08  -0.02  -0.10  -0.06  -0.05 
  1.47   0.09  -0.08  -0.02  -0.10  -0.07  -0.04 
  1.52   0.09  -0.08  -0.01  -0.09  -0.07  -0.03 
  1.57   0.09  -0.08  -0.01  -0.09  -0.08  -0.02 
  1.62   0.09  -0.08  -0.00  -0.09  -0.08  -0.01 
  1.67   0.09  -0.09   0.00  -0.09  -0.09  -0.00 
  1.72   0.09  -0.09   0.00  -0.08  -0.09   0.01 
  1.77   0.08  -0.09   0.01  -0.08  -0.09   0.02 
  1.82   0.08  -0.09   0.01  -0.08  -0.10   0.03 
  1.87   0.08  -0.09   0.02  -0.07  -0.10   0.04 
  1.92   0.08  -0.09   0.02  -0.07  -0.10   0.05 
  1.97   0.08  -0.09   0.03  -0.06  -0.10   0.05 
  2.01   0.08  -0.10   0.03  -0.06  -0.10   0.06 
  2.06   0.08  -0.10   0.04  -0.05  -0.10   0.07 
  2.11   0.08  -0.10   0.04  -0.05  -0.10   0.07 
  2.16   0.08  -0.10   0.05  -0.04  -0.10   0.08 
  2.21   0.08  -0.10   0.05  -0.04  -0.09   0.09 
  2.26   0.08  -0.10   0.05  -0.03  -0.09   0.09 
  2.31   0.07  -0.10   0.06  -0.02  -0.09   0.09 
  2.36   0.07  -0.10   0.06  -0.02  -0.08   0.10 
  2.41   0.07  -0.10   0.06  -0.01  -0.08   0.10 
  2.46   0.07  -0.10   0.07  -0.00  -0.07   0.10 
  2.51   0.07  -0.10   0.07   0.00  -0.07   0.10 
  2.56   0.07  -0.10   0.07   0.01  -0.06   0.10 
  2.61   0.07  -0.10   0.08   0.01  -0.06   0.10 
  2.66   0.07  -0.10   0.08   0.02  -0.05   0.10 
  2.71   0.07  -0.10   0.08   0.03  -0.04   0.09 
  2.76   0.06  -0.10   0.09   0.03  -0.04   0.09 
  2.81   0.06  -0.10   0.09   0.04  -0.03   0.08 
  2.86   0.06  -0.10   0.09   0.04  -0.02   0.08 
  2.91   0.06  -0.10   0.09   0.05  -0.01   0.07 
  2.96   0.06  -0.10   0.09   0.05  -0.01   0.06 
  3.01   0.06  -0.09   0.10   0.06   0.00   0.06 
  3.06   0.06  -0.09   0.10   0.06   0.01   0.05 
  3.11   0.06  -0.09   0.10   0.07   0.02   0.04 
  3.16   0.05  -0.09   0.10   0.07   0.02   0.03 
  3.21   0.05  -0.09   0.10   0.08   0.03   0.02 
  3.26   0.05  -0.09   0.10   0.08   0.04   0.01 
  3.31   0.05  -0.09   0.10   0.08   0.05   0.00 
  3.36   0.05  -0.09   0.10   0.09   0.05  -0.00 
  3.41   0.05  -0.08   0.10   0.09   0.06  -0.01 
  3.46   0.05  -0.08   0.10   0.09   0.07  -0.02 
  3.51   0.05  -0.08   0.10   0.10   0.07  -0.03 
  3.56   0.04  -0.08   0.10   0.10   0.08  -0.04 
  3.61   0.04  -0.08   0.10   0.10   0.08  -0.05 
  3.66   0.04  -0.07   0.10   0.10   0.09  -0.06 
  3.71   0.04  -0.07   0.09   0.10   0.09  -0.06 
  3.76   0.04  -0.07   0.09   0.10   0.09  -0.07 
  3.81   0.04  -0.07   0.09   0.10   0.10  -0.08 
  3.86   0.04  -0.07   0.09   0.10   0.10  -0.08 
  3.91   0.03  -0.06   0.09   0.10   0.10  -0.09 
  3.96   0.03  -0.06   0.08   0.10   0.10  -0.09 
  4.00   0.03  -0.06   0.08   0.09   0.10  -0.10 
  4.05   0.03  -0.06   0.08   0.09   0.10  -0.10 
  4.10   0.03  -0.05   0.07   0.09   0.10  -0.10 
  4.15   0.03  -0.05   0.07   0.09   0.10  -0.10 
  4.20   0.02  -0.05   0.07   0.08   0.09  -0.10 
  4.25   0.02  -0.05   0.06   0.08   0.09  -0.10 
  4.30   0.02  -0.04   0.06   0.08   0.09  -0.10 
  4.35   0.02  -0.04   0.06   0.07   0.08  -0.09 
  4.40   0.02  -0.04   0.05   0.07   0.08  -0.09 
  4.45   0.02  -0.03   0.05   0.06   0.08  -0.09 
  4.50   0.02  -0.03   0.05   0.06   0.07  -0.08 
  4.55   0.01  -0.03   0.04   0.05   0.06  -0.07 
  4.60   0.01  -0.02   0.04   0.05   0.06  -0.07 
  4.65   0.01  -0.02   0.03   0.04   0.05  -0.06 
  4.70   0.01  -0.02   0.03   0.04   0.05  -0.05 
  4.75   0.01  -0.02   0.02   0.03   0.04  -0.05 
  4.80   0.01  -0.01   0.02   0.02   0.03  -0.04 
  4.85   0.00  -0.01   0.01   0.02   0.02  -0.03 
  4.90   0.00  -0.01   0.01   0.01   0.02  -0.02 
  4.95   0.00  -0.00   0.00   0.01   0.01  -0.01 


 -4.95   0.00   0.00  -0.01   0.01   0.01  -0.01 
 -4.90   0.00   0.01  -0.01   0.02   0.02  -0.02 
 -4.85   0.01   0.01  -0.02   0.03   0.03  -0.04 
 -4.80   0.01   0.02  -0.02   0.03   0.03  -0.05 
 -4.75   0.01   0.02  -0.03   0.04   0.04  -0.06 
 -4.70   0.01   0.03  -0.03   0.05   0.04  -0.06 
 -4.65   0.02   0.03  -0.04   0.06   0.05  -0.07 
 -4.60   0.02   0.04  -0.04   0.06   0.05  -0.07 
 -4.55   0.02   0.04  -0.04   0.07   0.06  -0.07 
 -4.50   0.02   0.04  -0.05   0.07   0.06  -0.07 
 -4.45   0.03   0.05  -0.05   0.07   0.06  -0.07 
 -4.40   0.03   0.05  -0.05   0.08   0.05  -0.07 
 -4.35   0.03   0.06  -0.06   0.08   0.05  -0.06 
 -4.30   0.03   0.06  -0.06   0.08   0.05  -0.05 
 -4.25   0.03   0.06  -0.06   0.08   0.04  -0.05 
 -4.20   0.04   0.07  -0.06   0.08   0.04  -0.04 
 -4.15   0.04   0.07  -0.06   0.08   0.03  -0.03 
 -4.10   0.04   0.07  -0.06   0.08   0.03  -0.01 
 -4.05   0.04   0.08  -0.06   0.07   0.02  -0.00 
 -4.00   0.04   0.08  -0.06   0.07   0.01   0.01 
 -3.96   0.05   0.08  -0.06   0.07   0.00   0.02 
 -3.91   0.05   0.08  -0.06   0.06  -0.01   0.03 
 -3.86   0.05   0.09  -0.05   0.06  -0.01   0.04 
 -3.81   0.05   0.09  -0.05   0.05  -0.02   0.05 
 -3.76   0.05   0.09  -0.05   0.05  -0.03   0.06 
 -3.71   0.05   0.09  -0.05   0.04  -0.03   0.07 
 -3.66   0.06   0.09  -0.04   0.03  -0.04   0.07 
 -3.61   0.06   0.09  -0.04   0.03  -0.05   0.08 
 -3.56   0.06   0.10  -0.04   0.02  -0.05   0.08 
 -3.51   0.06   0.10  -0.03   0.01  -0.06   0.08 
 -3.46   0.06   0.10  -0.03   0.00  -0.06   0.08 
 -3.41   0.06   0.10  -0.02  -0.00  -0.06   0.08 
 -3.36   0.06   0.10  -0.02  -0.01  -0.06   0.08 
 -3.31   0.06   0.10  -0.02  -0.02  -0.07   0.08 
 -3.26   0.07   0.10  -0.01  -0.03  -0.07   0.08 
 -3.21   0.07   0.10  -0.01  -0.03  -0.07   0.07 
 -3.16   0.07   0.10  -0.00  -0.04  -0.06   0.07 
 -3.11   0.07   0.10   0.00  -0.05  -0.06   0.06 
 -3.06   0.07   0.10   0.01  -0.05  -0.06   0.05 
 -3.01   0.07   0.10   0.01  -0.06  -0.06   0.04 
 -2.96   0.07   0.10   0.02  -0.06  -0.05   0.03 
 -2.91   0.07   0.10   0.02  -0.07  -0.05   0.03 
 -2.86   0.07   0.10   0.02  -0.07  -0.05   0.02 
 -2.81   0.07   0.10   0.03  -0.08  -0.04   0.01 
 -2.76   0.08   0.10   0.03  -0.08  -0.04  -0.00 
 -2.71   0.08   0.10   0.04  -0.09  -0.03  -0.01 
 -2.66   0.08   0.10   0.04  -0.09  -0.02  -0.02 
 -2.61   0.08   0.10   0.04  -0.09  -0.02  -0.03 
 -2.56   0.08   0.10   0.05  -0.10  -0.01  -0.04 
 -2.51   0.08   0.10   0.05  -0.10  -0.01  -0.05 
 -2.46   0.08   0.09   0.05  -0.10   0.00  -0.06 
 -2.41   0.08   0.09   0.06  -0.10   0.01  -0.06 
 -2.36   0.08   0.09   0.06  -0.11   0.01  -0.07 
 -2.31   0.08   0.09   0.06  -0.11   0.02  -0.08 
 -2.26   0.08   0.09   0.07  -0.11   0.02  -0.08 
 -2.21   0.08   0.09   0.07  -0.11   0.03  -0.09 
 -2.16   0.08   0.09   0.07  -0.11   0.04  -0.09 
 -2.11   0.08   0.08   0.07  -0.11   0.04  -0.10 
 -2.06   0.08   0.08   0.08  -0.11   0.05  -0.10 
 -2.01   0.08   0.08   0.08  -0.11   0.05  -0.11 
 -1.97   0.08   0.08   0.08  -0.11   0.06  -0.11 
 -1.92   0.08   0.08   0.08  -0.11   0.06  -0.11 
 -1.87   0.08   0.08   0.08  -0.11   0.07  -0.11 
 -1.82   0.08   0.07   0.09  -0.11   0.07  -0.11 
 -1.77   0.08   0.07   0.09  -0.10   0.07  -0.12 
 -1.72   0.08   0.07   0.09  -0.10   0.08  -0.12 
 -1.67   0.08   0.07   0.09  -0.10   0.08  -0.12 
 -1.62   0.08   0.07   0.09  -0.10   0.08  -0.11 
 -1.57   0.08   0.06   0.09  -0.10   0.09  -0.11 
 -1.52   0.08   0.06   0.09  -0.09   0.09  -0.11 
 -1.47   0.08   0.06   0.09  -0.09   0.09  -0.11 
 -1.42   0.08   0.06   0.10  -0.09   0.09  -0.11 
 -1.37   0.09   0.06   0.10  -0.09   0.10  -0.11 
 -1.32   0.09   0.05   0.10  -0.08   0.10  -0.10 
 -1.27   0.09   0.05   0.10  -0.08   0.10  -0.10 
 -1.22   0.09   0.05   0.10  -0.08   0.10  -0.10 
 -1.17   0.09   0.05   0.10  -0.08   0.10  -0.10 
 -1.12   0.09   0.05   0.10  -0.07   0.10  -0.09 
 -1.07   0.09   0.04   0.10  -0.07   0.10  -0.09 
 -1.02   0.09   0.04   0.10  -0.07   0.11  -0.08 
 -0.97   0.09   0.04   0.10  -0.06   0.11  -0.08 
 -0.92   0.09   0.04   0.10  -0.06   0.11  -0.08 
 -0.87   0.09   0.04   0.10  -0.06   0.11  -0.07 
 -0.82   0.09   0.03   0.10  -0.05   0.11  -0.07 
 -0.77   0.09   0.03   0.10  -0.05   0.11  -0.07 
 -0.72   0.09   0.03   0.10  -0.05   0.11  -0.06 
 -0.67   0.09   0.03   0.10  -0.04   0.11  -0.06 
 -0.62   0.09   0.03   0.10  -0.04   0.11  -0.05 
 -0.57   0.09   0.02   0.10  -0.04   0.11  -0.05 
 -0.52   0.09   0.02   0.10  -0.03   0.11  -0.04 
 -0.47   0.09   0.02   0.10  -0.03   0.11  -0.04 
 -0.42   0.09   0.02   0.10  -0.03   0.11  -0.04 
 -0.37   0.09   0.02   0.10  -0.02   0.11  -0.03 
 -0.32   0.09   0.01   0.10  -0.02   0.11  -0.03 
 -0.27   0.09   0.01   0.10  -0.02   0.11  -0.02 
 -0.22   0.09   0.01   0.10  -0.01   0.11  -0.02 
 -0.17   0.09   0.01   0.10  -0.01   0.11  -0.01 
 -0.12   0.09   0.01   0.10  -0.01   0.11  -0.01 
 -0.07   0.09   0.00   0.10  -0.00   0.11  -0.01 
 -0.02   0.09   0.00   0.10  -0.00   0.11  -0.00 
  0.02   0.09  -0.00   0.10   0.00   0.11   0.00 
  0.07   0.09  -0.00   0.10   0.00   0.11   0.01 
  0.12   0.09  -0.01   0.10   0.01   0.11   0.01 
  0.17   0.09  -0.01   0.10   0.01   0.11   0.01 
  0.22   0.09  -0.01   0.10   0.01   0.11   0.02 
  0.27   0.09  -0.01   0.10   0.02   0.11   0.02 
  0.32   0.09  -0.01   0.10   0.02   0.11   0.03 
  0.37   0.09  -0.02   0.10   0.02   0.11   0.03 
  0.42   0.09  -0.02   0.10   0.03   0.11   0.04 
  0.47   0.09  -0.02   0.10   0.03   0.11   0.04 
  0.52   0.09  -0.02   0.10   0.03   0.11   0.04 
  0.57   0.09  -0.02   0.10   0.04   0.11   0.05 
  0.62   0.09  -0.03   0.10   0.04   0.11   0.05 
  0.67   0.09  -0.03   0.10   0.04   0.11   0.06 
  0.72   0.09  -0.03   0.10   0.05   0.11   0.06 
  0.77   0.09  -0.03   0.10   0.05   0.11   0.07 
  0.82   0.09  -0.03   0.10   0.05   0.11   0.07 
  0.87   0.09  -0.04   0.10   0.06   0.11   0.07 
  0.92   0.09  -0.04   0.10   0.06   0.11   0.08 
  0.97   0.09  -0.04   0.10   0.06   0.11   0.08 
  1.02   0.09  -0.04   0.10   0.07   0.11   0.08 
  1.07   0.09  -0.04   0.10   0.07   0.10   0.09 
  1.12   0.09  -0.05   0.10   0.07   0.10   0.09 
  1.17   0.09  -0.05   0.10   0.08   0.10   0.10 
  1.22   0.09  -0.05   0.10   0.08   0.10   0.10 
  1.27   0.09  -0.05   0.10   0.08   0.10   0.10 
  1.32   0.09  -0.05   0.10   0.08   0.10   0.10 
  1.37   0.09  -0.06   0.10   0.09   0.10   0.11 
  1.42   0.08  -0.06   0.10   0.09   0.09   0.11 
  1.47   0.08  -0.06   0.09   0.09   0.09   0.11 
  1.52   0.08  -0.06   0.09   0.09   0.09   0.11 
  1.57   0.08  -0.06   0.09   0.10   0.09   0.11 
  1.62   0.08  -0.07   0.09   0.10   0.08   0.11 
  1.67   0.08  -0.07   0.09   0.10   0.08   0.12 
  1.72   0.08  -0.07   0.09   0.10   0.08   0.12 
  1.77   0.08  -0.07   0.09   0.10   0.07   0.12 
  1.82   0.08  -0.07   0.09   0.11   0.07   0.11 
  1.87   0.08  -0.08   0.08   0.11   0.07   0.11 
  1.92   0.08  -0.08   0.08   0.11   0.06   0.11 
  1.97   0.08  -0.08   0.08   0.11   0.06   0.11 
  2.01   0.08  -0.08   0.08   0.11   0.05   0.11 
  2.06   0.08  -0.08   0.08   0.11   0.05   0.10 
  2.11   0.08  -0.08   0.07   0.11   0.04   0.10 
  2.16   0.08  -0.09   0.07   0.11   0.04   0.09 
  2.21   0.08  -0.09   0.07   0.11   0.03   0.09 
  2.26   0.08  -0.09   0.07   0.11   0.02   0.08 
  2.31   0.08  -0.09   0.06   0.11   0.02   0.08 
  2.36   0.08  -0.09   0.06   0.11   0.01   0.07 
  2.41   0.08  -0.09   0.06   0.10   0.01   0.06 
  2.46   0.08  -0.09   0.05   0.10   0.00   0.06 
  2.51   0.08  -0.10   0.05   0.10  -0.01   0.05 
  2.56   0.08  -0.10   0.05   0.10  -0.01   0.04 
  2.61   0.08  -0.10   0.04   0.09  -0.02   0.03 
  2.66   0.08  -0.10   0.04   0.09  -0.02   0.02 
  2.71   0.08  -0.10   0.04   0.09  -0.03   0.01 
  2.76   0.08  -0.10   0.03   0.08  -0.04   0.00 
  2.81   0.07  -0.10   0.03   0.08  -0.04  -0.01 
  2.86   0.07  -0.10   0.02   0.07  -0.05  -0.02 
  2.91   0.07  -0.10   0.02   0.07  -0.05  -0.03 
  2.96   0.07  -0.10   0.02   0.06  -0.05  -0.03 
  3.01   0.07  -0.10   0.01   0.06  -0.06  -0.04 
  3.06   0.07  -0.10   0.01   0.05  -0.06  -0.05 
  3.11   0.07  -0.10   0.00   0.05  -0.06  -0.06 
  3.16   0.07  -0.10  -0.00   0.04  -0.06  -0.07 
  3.21   0.07  -0.10  -0.01   0.03  -0.07  -0.07 
  3.26   0.07  -0.10  -0.01   0.03  -0.07  -0.08 
  3.31   0.06  -0.10  -0.02   0.02  -0.07  -0.08 
  3.36   0.06  -0.10  -0.02   0.01  -0.06  -0.08 
  3.41   0.06  -0.10  -0.02   0.00  -0.06  -0.08 
  3.46   0.06  -0.10  -0.03  -0.00  -0.06  -0.08 
  3.51   0.06  -0.10  -0.03  -0.01  -0.06  -0.08 
  3.56   0.06  -0.10  -0.04  -0.02  -0.05  -0.08 
  3.61   0.06  -0.09  -0.04  -0.03  -0.05  -0.08 
  3.66   0.06  -0.09  -0.04  -0.03  -0.04  -0.07 
  3.71   0.05  -0.09  -0.05  -0.04  -0.03  -0.07 
  3.76   0.05  -0.09  -0.05  -0.05  -0.03  -0.06 
  3.81   0.05  -0.09  -0.05  -0.05  -0.02  -0.05 
  3.86   0.05  -0.09  -0.05  -0.06  -0.01  -0.04 
  3.91   0.05  -0.08  -0.06  -0.06  -0.01  -0.03 
  3.96   0.05  -0.08  -0.06  -0.07   0.00  -0.02 
  4.00   0.04  -0.08  -0.06  -0.07   0.01  -0.01 
  4.05   0.04  -0.08  -0.06  -0.07   0.02   0.00 
  4.10   0.04  -0.07  -0.06  -0.08   0.03   0.01 
  4.15   0.04  -0.07  -0.06  -0.08   0.03   0.03 
  4.20   0.04  -0.07  -0.06  -0.08   0.04   0.04 
  4.25   0.03  -0.06  -0.06  -0.08   0.04   0.05 
  4.30   0.03  -0.06  -0.06  -0.08   0.05   0.05 
  4.35   0.03  -0.06  -0.06  -0.08   0.05   0.06 
  4.40   0.03  -0.05  -0.05  -0.08   0.05   0.07 
  4.45   0.03  -0.05  -0.05  -0.07   0.06   0.07 
  4.50   0.02  -0.04  -0.05  -0.07   0.06   0.07 
  4.55   0.02  -0.04  -0.04  -0.07   0.06   0.07 
  4.60   0.02  -0.04  -0.04  -0.06   0.05   0.07 
  4.65   0.02  -0.03  -0.04  -0.06   0.05   0.07 
  4.70   0.01  -0.03  -0.03  -0.05   0.04   0.06 
  4.75   0.01  -0.02  -0.03  -0.04   0.04   0.06 
  4.80   0.01  -0.02  -0.02  -0.03   0.03   0.05 
  4.85   0.01  -0.01  -0.02  -0.03   0.03   0.04 
  4.90   0.00  -0.01  -0.01  -0.02   0.02   0.02 
  4.95   0.00  -0.00  -0.01  -0.01   0.01   0.01 


